id,datetime,location,type,trigger,size,lon,lat
10554,4/30/17 13:22,Landslide on Salmon Creek Rd,landslide,rain,medium,-122.7979191,46.39692045
10646,2/18/17 17:46,Chilliwack Vedder Mountain Landslide Forces Evacuation,landslide,rain,medium,-122.006847,49.088067
10397,1/20/17 21:24,Highway 178 Rockslides in Kern River Canyon,rock_fall,downpour,medium,-118.665478,35.52490704
10550,1/6/17 15:40,Metlako Falls Overlook Wiped Out in Columbia River Gorge,landslide,snowfall_snowmelt,medium,-121.9011895,45.62895938
10369,2/7/17 16:23,Highway 70 Rock Slide between Virgilia and Pine Aire,rock_fall,rain,medium,-121.0966666,40.01740913
10478,5/6/17 13:28,Fatal mudslide in Shuswap,mudslide,rain,medium,-119.1322952,50.81095228
10312,7/11/17 14:05,Landslide near Aspen Airport closes Highway 82,landslide,downpour,medium,-106.8813681,39.24255184
10422,1/30/17 19:27,8100 Block Laurel View Drive Mudslide near Crescent Heights Blvd,debris_flow,rain,medium,-118.3671332,34.10195138
10493,4/18/17 17:47,Landslide causes evacuation of 47 homes in Kalso,landslide,rain,medium,-116.9388675,49.91772889
10449,12/25/16 16:02,Mudslide in Oceanside,mudslide,rain,medium,-117.3569946,33.20013525
10456,2/28/17 16:25,Highway 78 Rockslide in Bandy Canyon area,rock_fall,rain,medium,-116.9199524,33.08260792
